Bereinigung,Indizes / Veränderungen,Nominal / Real,Branche / Warengruppe,Monat,DATA
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-04-01,0.899
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-05-01,0.431
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-06-01,1.545
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-07-01,2.273
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-08-01,0.799
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-09-01,2.473
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-10-01,0.89
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-11-01,2.07
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-12-01,1.498
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-01-01,0.464
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-02-01,2.003
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-03-01,-4.81
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-04-01,-17.991
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-05-01,9.204
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-06-01,4.624
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-07-01,4.75
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-08-01,4.439
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-09-01,2.843
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-10-01,6.829
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-11-01,3.428
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-12-01,5.968
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-01-01,0.165
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-02-01,-7.712
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-03-01,22.689
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-04-01,37.346
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-05-01,0.762
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-06-01,-1.068
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-07-01,-3.184
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-08-01,0.158
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-09-01,0.929
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-10-01,-0.475
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-11-01,3.037
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-12-01,-1.492
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2022-01-01,4.56
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2022-02-01,13.26
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2022-03-01,-7.341
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2022-04-01,-6.27
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2022-05-01,-1.902
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2022-06-01,0.909
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2022-07-01,3.118
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2022-08-01,3.055
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2022-09-01,3.957
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2022-10-01,-0.556
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2022-11-01,0.358
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2022-12-01,-1.186
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2023-01-01,0.717
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2023-02-01,2.444
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2023-03-01,1.32
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2023-04-01,-1.478
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2023-05-01,1.399
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2023-06-01,3.683
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2023-07-01,0.227
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2023-08-01,0.087
Kalenderbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2023-09-01,0.936
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2000-01-01,
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2000-02-01,
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2000-03-01,
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2000-04-01,
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2000-05-01,
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2000-06-01,
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2000-07-01,
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2000-08-01,
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2000-09-01,
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2000-10-01,
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2000-11-01,
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2000-12-01,
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2001-01-01,3.608
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2001-02-01,2.817
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2001-03-01,3.82
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2001-04-01,-0.114
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2001-05-01,1.741
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2001-06-01,4.937
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2001-07-01,1.878
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2001-08-01,2.919
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2001-09-01,3.236
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2001-10-01,-0.692
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2001-11-01,1.8
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2001-12-01,1.406
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-01-01,2.443
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-02-01,1.971
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-03-01,2.435
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-04-01,0.432
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-05-01,-0.383
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-06-01,-2.651
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-07-01,0.681
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-08-01,0.036
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-09-01,-2.238
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-10-01,0.099
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-11-01,-3.08
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-12-01,-2.223
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-01-01,0.498
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-02-01,-1.712
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-03-01,-1.759
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-04-01,0.248
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-05-01,-0.817
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-06-01,0.539
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-07-01,0.872
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-08-01,-2.378
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-09-01,1.437
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-10-01,1.594
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-11-01,-1.956
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-12-01,0.497
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-01-01,2.953
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-02-01,1.438
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-03-01,1.325
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-04-01,1.332
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-05-01,1.173
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-06-01,3.078
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-07-01,0.39
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-08-01,3.826
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-09-01,-1.26
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-10-01,-1.524
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-11-01,2.848
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-12-01,-1.922
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-01-01,-1.33
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-02-01,1.03
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-03-01,2.489
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-04-01,2.171
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-05-01,-0.596
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-06-01,2.978
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-07-01,3.86
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-08-01,4.056
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-09-01,1.596
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-10-01,3.798
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-11-01,1.805
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-12-01,1.843
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-01-01,2.272
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-02-01,0.557
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-03-01,0.253
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-04-01,2.005
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-05-01,3.198
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-06-01,2.375
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-07-01,3.525
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-08-01,4.915
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-09-01,2.626
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-10-01,1.626
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-11-01,3.393
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-12-01,5.38
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-01-01,4.89
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-02-01,4.671
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-03-01,6.944
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-04-01,5.13
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-05-01,4.197
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-06-01,3.733
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-07-01,4.192
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-08-01,4.01
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-09-01,5.314
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-10-01,4.361
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-11-01,3.268
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-12-01,3.048
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-01-01,1.692
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-02-01,3.849
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-03-01,1.741
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-04-01,-0.279
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-05-01,6.429
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-06-01,4.727
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-07-01,4.335
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-08-01,2.518
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-09-01,6.519
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-10-01,2.335
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-11-01,0.702
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-12-01,2.902
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-01-01,1.184
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-02-01,0.699
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-03-01,1.665
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-04-01,1.455
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-05-01,0.414
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-06-01,0.439
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-07-01,0.65
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-08-01,0.072
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-09-01,-2.377
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-10-01,4.037
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-11-01,1.369
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-12-01,3.738
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-01-01,2.287
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-02-01,2.884
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-03-01,4.348
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-04-01,3.049
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-05-01,1.806
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-06-01,3.21
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-07-01,4.104
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-08-01,2.696
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-09-01,3.832
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-10-01,1.854
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-11-01,4.404
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-12-01,0.88
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-01-01,0.749
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-02-01,1.261
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-03-01,0.76
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-04-01,5.154
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-05-01,-0.079
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-06-01,2.558
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-07-01,1.262
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-08-01,-1.571
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-09-01,-1.892
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-10-01,0.846
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-11-01,1.026
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-12-01,0.152
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-01-01,3.581
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-02-01,0.464
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-03-01,4.999
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-04-01,-0.714
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-05-01,5.633
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-06-01,3.849
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-07-01,2.542
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-08-01,5.83
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-09-01,4.732
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-10-01,2.895
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-11-01,2.886
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-12-01,4.324
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-01-01,1.913
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-02-01,2.783
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-03-01,-0.462
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-04-01,2.754
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-05-01,1.667
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-06-01,1.973
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-07-01,0.4
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-08-01,2.483
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-09-01,0.97
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-10-01,0.91
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-11-01,4.103
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-12-01,2.488
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2014-01-01,0.137
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2014-02-01,1.257
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2014-03-01,2.934
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2014-04-01,1.498
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2014-05-01,0.057
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2014-06-01,3.141
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2014-07-01,-0.173
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2014-08-01,1.788
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2014-09-01,0.918
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2014-10-01,0.678
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2014-11-01,-0.683
Kalenderbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2014-12-01,2.159
